model_year,milage,accident,clean_title,price,turbo,is_luxury,is_upper_class,engine_score
2012,62900.0,0,1,23000.0,0,0,0,-0.843
2011,162000.0,1,1,14999.0,0,0,0,1.148
2015,101000.0,1,1,16800.0,0,0,0,0.471
2019,14280.0,0,1,28000.0,0,0,0,-0.714
2008,174000.0,1,1,6700.0,0,0,0,0.569
2007,142314.0,0,1,5800.0,0,0,0,0.94
2014,106000.0,1,1,23900.0,0,0,0,0.107
2012,83000.0,0,1,17900.0,0,0,0,-0.781
2017,64800.0,0,1,41500.0,0,0,0,0.84
2018,74000.0,0,1,20500.0,0,0,0,-0.774
2016,53850.0,0,1,63100.0,0,0,0,0.845
2010,245000.0,1,1,5000.0,0,0,0,-0.119
2007,123000.0,0,1,18500.0,0,0,0,0.802
2016,86111.0,1,1,18987.0,0,0,0,-1.098
2016,99700.0,0,1,24900.0,0,0,0,1.152
2016,59000.0,0,1,60999.0,0,0,0,0.717
2017,80000.0,0,1,24500.0,0,0,0,-0.067
2009,164500.0,0,1,16500.0,0,0,0,0.748
2001,110000.0,0,1,15000.0,0,0,0,0.345
2022,14269.0,0,1,54995.0,0,0,0,0.095
2013,67522.0,0,1,91900.0,0,0,0,0.24
2014,83700.0,1,1,5995.0,0,0,0,-0.845
2016,61145.0,0,1,35900.0,0,0,0,0.167
2020,117000.0,0,1,36000.0,0,0,0,0.717
2003,192000.0,0,1,4500.0,0,0,0,0.319
2017,123500.0,1,1,17000.0,0,0,0,-0.055
2023,2000.0,0,1,91000.0,0,0,0,0.167
2014,89726.0,0,1,13349.0,0,0,0,0.019
2015,133300.0,0,1,35000.0,0,0,0,0.107
2022,1550.0,0,1,104500.0,0,0,0,1.098
2001,72639.0,0,1,16000.0,0,0,0,-0.774
1995,170000.0,1,1,15000.0,0,0,0,0.161
2020,1087.0,0,1,33295.0,1,0,0,1.648
2004,90400.0,0,1,18000.0,0,0,0,0.94
2010,159890.0,1,1,7500.0,0,0,0,-0.229
2019,23700.0,0,1,50000.0,0,0,0,-0.838
2012,10900.0,0,1,44900.0,0,0,0,0.167
2017,106700.0,0,1,36000.0,0,0,0,-0.036
2020,103338.0,0,1,19290.0,0,0,0,0.842
2017,52000.0,0,1,20500.0,0,0,0,-0.679
2020,22000.0,0,1,50000.0,0,0,0,0.771
2016,14442.0,0,1,22800.0,0,0,0,-0.124
2001,49872.0,0,1,13999.0,0,0,0,-0.019
2010,67400.0,1,1,38500.0,0,0,0,0.981
2013,69600.0,1,1,36000.0,0,0,0,-0.843
2018,67280.0,0,1,20999.0,0,0,0,0.06
2017,127500.0,1,1,49900.0,0,0,0,0.821
2015,40000.0,0,1,76000.0,0,0,0,1.181
2017,74500.0,0,1,30000.0,0,0,0,0.879
2022,45303.0,0,1,46105.0,1,0,0,-0.091
2021,110000.0,0,1,85000.0,0,0,0,1.021
2016,132272.0,0,1,37500.0,0,0,0,0.107
2018,19500.0,0,1,79995.0,0,0,0,-0.774
2018,53433.0,0,1,37000.0,0,0,0,0.874
2015,162000.0,0,1,16000.0,0,0,0,-0.071
2009,139000.0,0,1,14500.0,0,0,0,0.633
2017,76200.0,0,1,34995.0,0,0,0,0.255
1999,187000.0,0,1,4000.0,0,0,0,-0.545
2016,101750.0,0,1,19500.0,0,0,0,-0.143
2020,33500.0,0,1,78900.0,0,0,0,0.31
2021,45617.0,1,1,69685.0,0,0,0,1.021
2009,92008.0,0,1,16000.0,0,0,0,-0.131
2010,76474.0,0,1,12000.0,0,0,0,-0.124
1999,156875.0,1,1,6099.0,0,0,0,-0.248
2019,65000.0,1,1,35000.0,0,0,0,-0.557
2016,87555.0,0,1,22222.0,0,0,0,-0.576
2018,25000.0,0,1,42000.0,0,0,0,0.781
2015,54000.0,0,1,33900.0,0,0,0,1.036
2004,72842.0,0,1,25000.0,0,0,0,0.94
2013,127941.0,1,1,10000.0,0,0,0,-0.483
2003,136400.0,1,1,5995.0,0,0,0,-0.945
2022,8911.0,0,1,77535.0,1,0,0,-0.091
2016,160000.0,0,1,29500.0,0,0,0,0.107
2008,153250.0,1,1,10500.0,0,0,0,-0.443
2011,117200.0,1,1,39000.0,0,0,0,0.64
2015,93500.0,1,1,17999.0,0,0,0,-0.06
2014,81219.0,1,1,8995.0,0,0,0,0.917
2020,81301.0,0,1,41741.0,0,0,0,-0.041
2008,29475.0,0,1,72995.0,0,0,0,0.255
2017,59500.0,0,1,45000.0,0,0,0,0.726
2016,144000.0,1,1,12500.0,0,0,0,-0.036
2023,4500.0,0,1,73500.0,0,0,0,1.188
2023,9000.0,0,1,64500.0,0,0,0,1.188
2019,45090.0,0,1,54800.0,0,0,0,0.31
2020,2523.0,0,1,67900.0,0,0,0,-0.014
2018,16010.0,0,1,42995.0,0,0,0,-0.436
2020,3763.0,0,1,67900.0,0,0,0,1.236
2021,49810.0,0,1,51900.0,0,0,0,0.31
2018,74000.0,0,1,42000.0,0,0,0,-0.033
2004,7200.0,0,1,51750.0,0,0,0,0.24
2019,107500.0,0,1,26000.0,0,0,0,0.074
2018,41500.0,0,1,45000.0,0,0,0,1.021
2017,45014.0,0,1,36999.0,0,0,0,-0.738
2020,42000.0,1,0,19000.0,0,0,0,-1.164
2004,183455.0,1,1,7600.0,0,0,0,-0.836
2006,110022.0,1,1,11500.0,0,0,0,-1.002
2021,28377.0,0,1,42442.0,1,0,0,-0.746
2016,72393.0,0,1,36800.0,0,0,0,-0.033
2016,81000.0,0,1,30000.0,0,0,0,1.705
2013,70891.0,0,1,34995.0,0,0,0,0.24
2018,60000.0,0,1,67000.0,0,0,0,0.943
2023,2950.0,0,1,47500.0,0,0,0,-0.757
2012,17000.0,1,1,12000.0,0,0,0,-0.264
2020,40000.0,0,1,38000.0,0,0,0,-0.067
2008,150000.0,0,1,17500.0,0,0,0,0.367
2022,11089.0,0,1,84500.0,0,0,0,1.029
2017,118500.0,1,1,15000.0,0,0,0,-0.817
2012,145000.0,0,1,7900.0,0,0,0,-0.802
2005,141485.0,1,1,6500.0,0,0,0,0.76
2017,69205.0,0,1,36500.0,0,0,0,0.107
2008,2533.0,0,1,35000.0,0,0,0,1.045
2023,8500.0,0,1,67900.0,0,0,0,0.064
1998,155000.0,0,1,6900.0,0,0,0,0.748
2008,74500.0,0,1,12000.0,0,0,0,-0.774
2018,67400.0,0,1,38500.0,0,0,0,0.845
2015,125900.0,0,1,11200.0,0,0,0,-0.036
2017,57000.0,0,1,32000.0,0,0,0,-0.036
2010,123500.0,0,1,13900.0,0,0,0,0.062
2021,12100.0,0,1,34000.0,0,0,0,-0.067
2015,104733.0,0,1,45000.0,0,0,0,-0.06
2018,69000.0,0,1,31000.0,0,0,0,-0.06
2008,89148.0,1,1,8500.0,0,0,0,-0.124
2021,24207.0,0,1,31995.0,1,0,0,0.006
2022,18000.0,0,1,51000.0,0,0,0,0.131
2004,107000.0,1,1,14500.0,0,0,0,-0.229
2016,75151.0,0,1,56000.0,0,0,0,0.645
2013,265000.0,0,1,62450.0,0,0,0,0.802
2014,74600.0,0,1,21000.0,0,0,0,-0.057
2015,25786.0,0,1,38000.0,0,0,0,-0.774
2006,130000.0,1,1,5500.0,0,0,0,0.584
2013,121886.0,0,1,7900.0,0,0,0,-0.052
2022,26600.0,1,1,55000.0,0,0,0,0.031
2022,10500.0,0,1,35999.0,0,0,0,0.107
2005,74500.0,0,1,20000.0,0,0,0,0.374
2017,78500.0,1,1,22999.0,0,0,0,-0.755
2022,19200.0,0,1,47500.0,0,0,0,1.105
2013,51000.0,0,1,12500.0,0,0,0,-0.014
2021,62257.0,0,0,42590.0,0,0,0,0.717
2017,38000.0,0,1,39500.0,0,0,0,0.471
2023,7624.0,0,1,43499.0,0,0,0,0.85
2011,170000.0,1,1,7000.0,0,0,0,-1.055
2014,73000.0,0,1,19500.0,0,0,0,0.052
2020,1750.0,0,1,105000.0,0,0,0,0.352
2018,110380.0,1,1,21000.0,0,0,0,-0.593
2015,122600.0,0,1,33500.0,0,0,0,1.176
2019,57500.0,0,1,37500.0,0,0,0,0.874
2021,25013.0,0,1,78000.0,0,0,0,1.148
2016,42750.0,0,1,19600.0,0,0,0,-0.85
2022,1800.0,0,1,63000.0,0,0,0,1.664
2018,84500.0,0,1,39000.0,0,0,0,0.471
2010,64800.0,0,1,12900.0,0,0,0,-1.002
2008,87888.0,0,1,16900.0,0,0,0,0.402
2021,19000.0,0,1,43666.0,0,0,0,-0.041
2012,59000.0,0,1,15900.0,0,0,0,-0.981
2015,124000.0,1,1,24950.0,0,0,0,-0.033
1996,200000.0,0,1,25500.0,0,0,0,0.161
2008,116157.0,1,1,15000.0,0,0,0,-0.04
2021,15000.0,0,1,71000.0,0,0,0,0.057
2021,41500.0,0,1,30999.0,0,0,0,0.879
2023,1185.0,0,1,41995.0,0,0,0,-0.902
2016,70000.0,0,1,25950.0,0,0,0,-0.083
2007,101750.0,0,1,14200.0,0,0,0,0.398
2019,52694.0,0,1,46500.0,0,0,0,-0.06
2019,102370.0,1,1,31450.0,0,0,0,-0.002
2023,45400.0,0,1,48000.0,0,0,0,-0.019
2019,52300.0,0,1,23500.0,0,0,0,0.06
2005,77400.0,1,1,10750.0,0,0,0,0.005
2005,132500.0,0,1,13000.0,0,0,0,0.771
2018,69000.0,1,1,24500.0,0,0,0,-0.745
2017,52775.0,0,1,35500.0,0,0,0,0.938
2020,20937.0,0,1,74900.0,0,0,0,-0.133
2006,116226.0,1,1,9500.0,0,0,0,-0.845
2011,162000.0,0,1,11500.0,0,0,0,-0.745
2022,8000.0,0,1,48000.0,0,0,0,0.45
2017,74000.0,0,1,25650.0,0,0,0,1.031
2004,80000.0,1,1,15000.0,0,0,0,0.474
2011,148000.0,1,1,5199.0,0,0,0,-0.131
2007,40000.0,1,1,11500.0,0,0,0,-0.179
2012,120000.0,1,1,19600.0,0,0,0,0.802
2018,12055.0,0,1,93500.0,0,0,0,1.131
2008,70000.0,0,1,22000.0,0,0,0,0.94
2015,134000.0,1,1,13500.0,0,0,0,-0.836
2017,70500.0,0,1,22000.0,0,0,0,0.85
2012,158366.0,1,1,8250.0,0,0,0,-0.807
2023,22400.0,0,1,67500.0,0,0,0,0.943
2020,95115.0,0,1,33687.0,1,0,0,1.137
2017,61308.0,1,1,20999.0,0,0,0,-0.036
2021,9000.0,0,1,78000.0,0,0,0,1.19
2015,51338.0,0,1,22500.0,0,0,0,-0.105
2023,1094.0,0,1,69900.0,0,0,0,0.057
2015,13700.0,0,1,92900.0,0,0,0,0.812
2014,53850.0,1,1,22989.0,0,0,0,-0.443
2016,34600.0,0,1,62500.0,0,0,0,0.729
2004,160000.0,0,1,4500.0,0,0,0,0.762
2008,161000.0,1,1,6500.0,0,0,0,-0.924
2019,19069.0,0,0,69998.0,1,0,0,0.006
2018,42780.0,1,1,41100.0,0,0,0,1.105
2021,33000.0,0,1,76500.0,0,0,0,1.236
2015,92000.0,0,1,24500.0,0,0,0,-0.845
2014,80581.0,0,1,26000.0,0,0,0,0.729
2022,2489.0,0,1,77430.0,1,0,0,-0.091
1996,67000.0,1,1,11900.0,0,0,0,0.54
2016,95400.0,0,1,15999.0,0,0,0,-0.131
2001,134033.0,0,1,7500.0,0,0,0,0.617
2016,48000.0,1,1,13000.0,0,0,0,-0.06
2011,170000.0,0,1,5500.0,0,0,0,-0.024
2015,113000.0,1,1,8000.0,0,0,0,-0.983
2021,24000.0,0,1,67900.0,0,0,0,-0.067
2020,58000.0,0,1,27700.0,0,0,0,-0.007
2016,71000.0,0,1,21500.0,0,0,0,-0.845
1993,70015.0,0,1,22500.0,0,0,0,0.161
2006,51983.0,0,1,19000.0,0,0,0,-0.033
2022,12940.0,0,1,60894.0,0,0,0,0.842
2015,67500.0,1,1,12000.0,0,0,0,0.107
2022,3000.0,0,1,95000.0,1,0,1,1.137
2016,68364.0,0,1,25000.0,0,0,0,-0.052
2003,137273.0,0,1,14995.0,0,0,0,0.029
2018,58000.0,0,1,30775.0,0,0,0,1.188
2016,89148.0,0,1,15500.0,0,0,0,-0.774
2005,132278.0,1,1,7900.0,0,0,0,-0.869
2016,83500.0,0,1,18300.0,0,0,0,0.717
2014,89987.0,0,1,17995.0,0,0,0,0.802
2019,4283.0,0,1,24899.0,1,0,0,-0.746
2019,14684.0,0,1,32999.0,0,0,0,0.057
2016,56000.0,0,1,39000.0,0,0,0,1.021
2012,64549.0,0,1,13750.0,0,0,0,-0.067
2020,16500.0,0,1,30000.0,0,0,0,-0.745
2013,126000.0,1,1,12000.0,0,0,0,-0.131
2012,49620.0,1,1,36750.0,0,0,0,-0.679
2014,110000.0,0,1,27890.0,0,0,0,-0.807
2012,119000.0,0,1,20995.0,0,0,0,0.981
2005,38100.0,0,1,33999.0,0,0,0,-0.095
2020,9142.0,0,1,28900.0,0,0,0,0.874
2021,17000.0,0,1,55000.0,0,0,0,1.021
2018,49899.0,1,1,107900.0,0,0,0,0.017
2019,93500.0,0,1,40999.0,0,0,0,0.131
2006,179700.0,1,1,7900.0,0,0,0,0.41
2017,67800.0,0,1,36900.0,0,0,0,0.117
2015,76294.0,0,1,27000.0,0,0,0,-0.024
2011,152068.0,0,1,6000.0,0,0,0,-0.236
2019,51300.0,0,1,48500.0,0,0,0,1.176
2023,11700.0,0,1,49999.0,0,0,0,-0.019
2018,45000.0,1,1,33889.0,0,0,0,-0.036
2021,13650.0,0,1,45000.0,0,0,0,0.312
2018,28121.0,0,1,99999.0,0,0,0,0.574
2019,34300.0,0,1,22995.0,0,0,0,-0.048
2022,13000.0,0,1,49999.0,0,0,0,0.31
2007,162482.0,1,1,11000.0,0,0,0,-0.179
2012,127500.0,1,1,6000.0,0,0,0,1.036
2018,69205.0,0,1,28499.0,0,0,0,1.021
2013,72393.0,0,1,16000.0,0,0,0,0.052
2016,70500.0,0,1,29900.0,0,0,0,-0.043
2013,86204.0,1,1,18500.0,0,0,0,-0.483
2016,86170.0,1,1,16000.0,0,0,0,-0.8
2014,86202.0,1,1,12000.0,0,0,0,-0.714
2017,94634.0,0,1,43000.0,0,0,0,1.043
2023,16200.0,0,1,129900.0,0,0,0,-0.64
2021,37366.0,0,1,68000.0,0,0,0,1.133
2019,25108.0,1,1,73300.0,0,0,0,0.733
2012,103400.0,1,1,17995.0,0,0,0,-0.057
2020,29719.0,0,1,38500.0,0,0,0,0.938
2017,104000.0,1,1,24995.0,0,0,0,0.762
2016,92000.0,1,1,18900.0,0,0,0,-0.002
2006,94000.0,0,1,10995.0,0,0,0,-0.548
2017,53500.0,0,1,31750.0,0,0,0,1.131
2013,169900.0,1,1,13500.0,0,0,0,-0.067
2016,35134.0,0,1,24995.0,0,0,0,0.717
2020,15000.0,0,1,129000.0,0,0,0,0.964
2017,29720.0,0,1,29000.0,0,0,0,-0.06
2023,2000.0,0,1,52000.0,0,0,0,-0.145
2020,26000.0,0,1,26000.0,0,0,0,-0.76
2019,53452.0,0,1,37050.0,0,0,0,0.06
2021,46000.0,0,1,85950.0,0,0,0,-0.738
2013,115872.0,0,1,14250.0,0,0,0,-0.786
2019,26000.0,0,1,112000.0,0,0,0,0.06
2017,15500.0,1,1,40000.0,0,0,0,-0.85
2022,24500.0,1,1,62999.0,0,0,0,1.176
2021,57000.0,0,1,35500.0,0,0,0,0.095
2015,89726.0,1,1,18000.0,0,0,0,-0.06
2016,76474.0,0,1,32999.0,0,0,0,-0.062
2019,18362.0,0,1,49999.0,0,0,0,-0.755
2016,41200.0,1,1,20500.0,0,0,0,-0.036
1996,38000.0,1,0,75000.0,0,0,0,0.161
2005,131209.0,0,1,10995.0,0,0,0,-0.231
2010,178000.0,1,1,6500.0,0,0,0,-0.119
2022,6400.0,0,1,41500.0,0,0,0,0.471
2020,21400.0,0,1,38000.0,0,0,0,-0.679
2014,10900.0,0,1,69000.0,0,0,0,0.055
2009,162000.0,1,1,5700.0,0,0,0,-0.836
2002,39000.0,0,1,31999.0,0,0,0,0.664
2022,4283.0,0,1,49599.0,0,0,0,1.133
2021,25240.0,0,1,54900.0,0,0,0,0.131
2009,170000.0,0,1,21990.0,0,0,0,-0.117
2011,114528.0,0,1,4000.0,0,0,0,1.255
2009,134602.0,0,1,8500.0,0,0,0,-0.714
2021,24158.0,0,1,44900.0,0,0,0,-0.393
2018,53900.0,0,1,28900.0,0,0,0,-0.85
2012,66500.0,0,1,31000.0,0,0,0,0.738
2015,87500.0,0,1,44500.0,0,0,0,-0.124
2021,2250.0,0,1,82950.0,0,0,0,1.15
2010,140000.0,0,1,12700.0,0,0,0,0.981
2013,90000.0,0,1,13000.0,0,0,0,-0.052
2020,19500.0,1,1,69500.0,0,0,0,0.757
2017,40570.0,1,1,24700.0,0,0,0,0.819
2008,120000.0,0,1,15000.0,0,0,0,-0.483
2014,98600.0,0,1,15700.0,0,0,0,0.874
2011,80500.0,0,1,27000.0,0,0,0,-0.843
2022,8000.0,0,1,75000.0,0,0,0,-0.067
2021,48641.0,0,1,37950.0,1,0,0,-0.258
2013,96000.0,1,1,10000.0,0,0,0,1.105
2011,130000.0,0,1,15000.0,0,0,0,1.036
2011,69750.0,0,1,28895.0,0,0,0,-0.298
2014,159890.0,0,1,9500.0,0,0,0,-0.829
2005,28950.0,0,1,19950.0,0,0,0,1.638
2019,105674.0,0,1,18900.0,0,0,0,0.131
2014,186000.0,1,1,15990.0,0,0,0,-0.043
2004,176691.0,1,1,5100.0,0,0,0,-1.164
2016,63300.0,0,1,17995.0,0,0,0,0.06
2022,8307.0,0,1,32107.0,1,0,0,-0.746
2015,125500.0,0,1,12000.0,0,0,0,-0.002
2014,91677.0,0,1,15000.0,0,0,0,-0.845
2023,3000.0,0,1,85000.0,0,0,0,-0.145
2022,21400.0,0,1,28000.0,0,0,0,-0.145
2013,111000.0,0,1,20000.0,0,0,0,-0.843
2011,70500.0,0,1,16499.0,0,0,0,0.714
2021,7661.0,0,1,35645.0,1,0,0,0.006
2010,94100.0,1,1,19950.0,0,0,0,-1.055
2007,144860.0,0,1,7850.0,0,0,0,-0.06
2015,62200.0,0,1,51900.0,0,0,0,0.717
2013,20000.0,0,1,83000.0,0,0,0,0.055
2016,25990.0,0,1,19996.0,0,0,0,1.245
2020,18362.0,0,1,52999.0,0,0,0,0.419
2014,91700.0,1,1,15999.0,0,0,0,-0.774
2018,53500.0,0,1,66500.0,0,0,0,-0.738
2017,39800.0,1,1,72000.0,0,0,0,1.245
2004,110000.0,0,1,9000.0,0,0,0,-0.45
1996,170000.0,1,1,4000.0,0,0,0,-0.248
2021,5200.0,0,1,76500.0,0,0,0,1.188
2020,28211.0,0,1,49500.0,0,0,0,-0.048
2012,170000.0,1,1,6500.0,0,0,0,0.845
2001,170000.0,1,1,5000.0,0,0,0,0.586
2016,63450.0,0,1,11500.0,0,0,0,-0.845
2015,111000.0,0,1,13000.0,0,0,0,-0.821
2013,80000.0,1,1,22000.0,0,0,0,-0.781
2006,191775.0,0,1,8950.0,0,0,0,0.602
2023,5040.0,0,1,40000.0,0,0,0,0.714
1995,120000.0,1,1,5500.0,0,0,0,0.161
2021,12700.0,0,1,27450.0,0,0,0,1.188
2008,116320.0,1,1,7000.0,0,0,0,-0.883
2018,49170.0,0,1,62450.0,0,0,0,0.131
1995,94200.0,0,1,5900.0,0,0,0,0.161
2016,96000.0,0,1,65000.0,0,0,0,0.645
2005,194000.0,0,1,9500.0,0,0,0,0.574
2020,65000.0,0,1,36000.0,0,0,0,0.131
2009,137273.0,0,1,9500.0,0,0,0,-0.924
2021,72128.0,0,1,45985.0,0,0,0,1.429
2013,46150.0,1,1,17000.0,0,0,0,-0.117
2013,81200.0,0,1,14195.0,0,0,0,-0.131
2018,6200.0,0,1,73900.0,0,0,0,-0.755
2015,113000.0,1,1,11800.0,0,0,0,0.107
2018,26900.0,0,1,42950.0,0,0,0,-0.821
2020,41000.0,0,1,40000.0,0,0,0,1.705
2011,179700.0,0,1,5000.0,0,0,0,-0.85
2018,75565.0,0,1,32950.0,1,0,0,-0.746
2020,88161.0,1,1,43860.0,0,0,0,1.133
2021,14353.0,1,1,59950.0,0,0,0,0.879
2021,20561.0,0,1,46900.0,0,0,0,-0.231
2012,135000.0,1,1,13850.0,0,0,0,0.029
2018,12088.0,0,1,37950.0,0,0,0,0.574
2007,170000.0,0,1,5800.0,0,0,0,0.54
2015,125000.0,0,1,10500.0,0,0,0,-0.002
2022,3521.0,0,1,69250.0,1,0,0,-0.091
2022,31370.0,0,1,92000.0,0,0,0,1.271
2019,143390.0,0,1,27450.0,0,0,0,-0.079
2019,49600.0,1,1,29000.0,0,0,0,0.717
2021,92000.0,0,1,36000.0,0,0,0,1.021
2012,123500.0,0,1,23000.0,0,0,0,0.66
2011,188000.0,1,1,7000.0,0,0,0,-0.229
2017,65900.0,0,1,25500.0,0,0,0,1.036
2004,97300.0,0,1,19500.0,0,0,0,0.133
2003,46873.0,0,1,12499.0,0,0,0,-1.04
2022,14280.0,0,1,33000.0,0,0,0,-0.048
2005,333361.0,0,1,6995.0,0,0,0,-0.838
2010,140000.0,0,1,15000.0,0,0,0,1.017
2002,209500.0,1,1,4700.0,0,0,0,-0.019
2014,50000.0,0,1,33500.0,0,0,0,0.133
2008,130000.0,0,1,16995.0,0,0,0,-1.045
2022,33000.0,0,1,32500.0,0,0,0,-0.802
2015,118500.0,1,1,15400.0,0,0,0,-0.821
2014,49098.0,1,1,27995.0,0,0,0,0.76
2019,195361.0,1,1,38000.0,0,0,0,0.717
2021,28000.0,0,1,22999.0,0,0,0,0.064
2013,70000.0,0,1,24000.0,0,0,0,-0.843
2019,124.0,1,1,55000.0,0,0,0,0.879
2021,13750.0,0,1,79998.0,0,0,0,0.21
2014,90601.0,1,1,16750.0,0,0,0,-0.802
2021,29500.0,0,1,54000.0,0,0,0,0.879
2015,23600.0,0,1,75500.0,0,0,0,0.155
2014,32000.0,0,1,27500.0,0,0,0,1.105
2019,65290.0,0,1,35000.0,0,0,0,-0.1
2016,31370.0,0,1,62000.0,0,0,0,1.055
2016,160265.0,1,1,15999.0,0,0,0,-0.85
2013,134000.0,0,1,27500.0,0,0,0,0.819
2005,100000.0,0,1,15000.0,0,0,0,-0.167
2017,46873.0,0,1,20900.0,0,0,0,-0.202
2005,62743.0,0,1,10499.0,0,0,0,-0.236
2014,84129.0,0,1,32913.0,0,0,0,-0.041
2004,152000.0,0,1,5700.0,0,0,0,-0.229
2006,130000.0,0,1,5500.0,0,0,0,-0.248
2019,59000.0,1,1,50000.0,0,0,0,0.917
2018,67280.0,0,1,69995.0,0,0,0,0.757
2011,36670.0,0,1,98000.0,0,0,0,1.271
2008,37100.0,0,1,15500.0,0,0,0,-0.295
2015,92000.0,1,1,23400.0,0,0,0,-0.976
2017,98000.0,0,1,4495.0,0,0,0,0.017
2022,48156.0,0,1,57352.0,0,0,0,0.842
2020,23823.0,0,1,43430.0,1,0,0,-0.746
2012,116500.0,0,1,13500.0,0,0,0,0.633
2023,208.0,0,1,89000.0,0,0,0,1.812
2014,74122.0,0,1,19750.0,0,0,0,-0.033
2021,25462.0,0,1,42886.0,0,0,0,0.842
2005,55621.0,1,1,2300.0,0,0,0,0.467
2013,43000.0,1,1,25999.0,0,0,0,-0.231
2021,2800.0,0,1,52000.0,0,0,0,1.188
2020,49810.0,0,1,79950.0,0,0,0,0.21
2018,63160.0,1,1,47000.0,0,0,0,0.757
1998,134000.0,1,1,5500.0,0,0,0,-1.069
2005,230000.0,0,1,6000.0,0,0,0,-0.071
2015,72500.0,0,1,28000.0,0,0,0,0.717
2013,100730.0,0,1,12950.0,0,0,0,-0.483
2007,132500.0,1,1,3200.0,0,0,0,0.471
2015,73837.0,0,1,32455.0,0,0,0,0.471
2012,126500.0,1,1,10999.0,0,0,0,-0.131
2015,500.0,0,1,45900.0,0,0,0,0.24
2017,53649.0,0,1,37000.0,0,0,0,0.652
2017,85095.0,0,1,57000.0,0,0,0,0.781
2013,134000.0,0,1,26500.0,0,0,0,-0.071
2017,134000.0,0,1,23999.0,0,0,0,-0.071
2017,112000.0,1,1,11000.0,0,0,0,-0.983
2021,7000.0,0,1,50000.0,0,0,0,1.21
2019,9500.0,0,1,69900.0,0,0,0,1.155
2006,215000.0,0,1,15500.0,0,0,0,0.398
1995,17500.0,0,1,37500.0,0,0,0,0.161
2010,134000.0,0,1,7500.0,0,0,0,0.845
2016,137000.0,0,1,26500.0,0,0,0,-0.036
2019,50000.0,0,1,37000.0,0,0,0,-0.036
2019,44400.0,0,1,48500.0,0,0,0,-0.757
2020,5093.0,0,1,51900.0,0,0,0,-0.048
2011,152000.0,1,1,3995.0,0,0,0,0.019
2010,121500.0,0,1,11900.0,0,0,0,0.307
2023,1400.0,0,1,41500.0,0,0,0,1.186
2015,73000.0,0,1,17999.0,0,0,0,-0.019
2016,67210.0,1,1,59750.0,0,0,0,-0.007
2001,2076.0,0,1,13800.0,0,0,0,-0.019
2016,74500.0,0,1,22500.0,0,0,0,-0.745
2018,65800.0,0,1,34950.0,0,0,0,0.167
2017,74864.0,0,1,17500.0,0,0,0,-0.06
2015,26000.0,1,1,27499.0,0,0,0,0.107
2019,55100.0,0,1,36500.0,0,0,0,-0.121
2014,129567.0,0,1,15999.0,0,0,0,-0.843
2014,55000.0,0,1,18400.0,0,0,0,0.052
2021,63750.0,0,1,33500.0,0,0,0,1.105
2005,64000.0,0,1,82500.0,0,0,0,0.75
2014,115000.0,0,1,19000.0,0,0,0,-0.65
2005,198868.0,1,1,41000.0,0,0,0,0.443
2016,62660.0,0,1,37000.0,0,0,0,0.688
2018,17500.0,1,1,52000.0,0,0,0,-0.131
2006,116451.0,0,1,9500.0,0,0,0,0.85
2015,95000.0,1,1,14900.0,0,0,0,-0.774
2023,5500.0,0,1,34995.0,0,0,0,0.688
2012,195500.0,1,1,15995.0,0,0,0,0.633
2017,87600.0,1,1,24998.0,0,0,0,-0.983
2014,31130.0,0,1,23750.0,0,0,0,-0.043
2015,70312.0,0,1,37500.0,0,0,0,0.045
2023,4200.0,0,1,90000.0,0,0,0,1.188
2016,56860.0,0,1,23000.0,0,0,0,-0.795
2004,39300.0,0,1,28500.0,0,0,0,0.029
2011,170000.0,1,1,6500.0,0,0,0,-0.131
2021,16000.0,0,1,89999.0,0,0,0,0.19
2022,20229.0,0,1,35645.0,0,0,0,1.188
2016,86111.0,0,1,28000.0,0,0,0,0.717
2014,99700.0,0,1,18999.0,0,0,0,-0.052
2021,17500.0,1,1,113000.0,0,0,0,1.148
2022,20200.0,0,1,34999.0,0,0,0,-0.145
2021,15183.0,0,1,92900.0,0,0,0,-0.64
2009,65000.0,0,1,38500.0,0,0,0,0.845
2016,51335.0,0,1,24995.0,0,0,0,-0.124
2017,69000.0,0,1,24500.0,0,0,0,-0.745
2021,23292.0,0,1,23000.0,0,0,0,1.021
2021,13500.0,1,1,75000.0,0,0,0,0.65
2004,116157.0,0,1,9500.0,0,0,0,-0.921
2009,123500.0,0,1,13000.0,0,0,0,0.343
2021,54225.0,0,1,34955.0,0,0,0,0.917
2016,107750.0,0,1,35500.0,0,0,0,1.021
2006,71273.0,0,1,17500.0,0,0,0,1.329
2020,23100.0,0,1,33500.0,0,0,0,-0.633
2019,83112.0,0,1,63100.0,0,0,0,-0.048
2016,63500.0,0,1,52500.0,0,0,0,2.083
2007,105100.0,0,1,18700.0,0,0,0,0.133
2019,12758.0,0,1,54800.0,0,0,0,0.669
2009,184700.0,1,1,5700.0,0,0,0,0.64
2017,34000.0,0,1,36000.0,0,0,0,-0.757
2011,130000.0,0,1,15000.0,0,0,0,1.036
2019,45468.0,1,1,45950.0,0,0,0,1.021
2022,12000.0,0,1,51700.0,0,0,0,-0.398
2017,104000.0,0,1,26000.0,0,0,0,-0.071
2019,2000.0,0,1,95000.0,0,0,0,1.09
2020,23400.0,0,1,42900.0,0,0,0,-0.012
